Nome Escola,Pontuação IRD
JOANITA GALVAO SAMPAIO EMEB,3.393061
ELZA VIEIRA DE BRITO ZONETTI EMEB,2.714714
DEODATO ISIQUE EMEB,3.805339
CAIC RAMONA MARTIN COELHO EMEB,4.111025
MARIANA ZANCHETA VENTUROLLI PROFESSORA EMEB,2.824452
SERGIO ESGALHA EMEB,3.632129
HELEN MARGOT DE ASSIS EMEB,2.803727
JULIETA ARRUDA CAMPOS EMEB,3.640881
MARIAZINHA SANCHES DE OLIVEIRA COSTA MILOCH EMEB,3.226794
MARIA APARECIDA PIMENTEL FERRAZ EMEB,2.841025
NEYDE SIMAO DA MATTA PROFESSORA EMEB,3.75835
MARIA HELENA DE FREITAS CARLI EMEB,3.933556
EGLES GABAS DE CARVALHO PROFESSORA EMEF,2.839226
SELMA MARIA TREVELIN DE JESUS EMEB,3.76294
CENTRO CONVIVENCIA INF CANTINHO FELIZ UNESP ARACATUBA,4.515893
CLAUDIO EVANGELISTA TEIXEIRA EMEB,3.181558
ERMELINDA GERALDA DA SILVA SOGA EMEB,2.689594
ESTHER GAZONI PROFESSORA EMEB,3.344652
JACINTO GUILHERME DE MOURA EMEB,2.848782
NORMA GAZONI MARTINS PROFESSORA EMEB,3.495558
SONIA MARIA CORREA PROFESSORA EMEB,3.247768
SUZANA ECHELON ORTIZ PROFESSORA EMEB,3.176034
LUIZ APARECIDO BERTOLUCCI PROFESSOR EMEB,3.756129
ANNA DOS SANTOS DE BARROS PROFESSORA EMEB,2.537888
DARCY FONTANELLI PROFESSOR EMEB,2.922392
FLORIANO CAMARGO DE ARRUDA BRASIL PROFESSOR EMEB,2.524653
FRANCISCA DE ARRUDA FERNANDES EMEB,3.50256
INDIO POTI EMEB,3.429619
JOSE MACHADO NETO PROFESSOR EMEB,3.112861
LAURO BITTENCOURT PROFESSOR EMEB,2.712474
LEAO NOGUEIRA FILHO PROFESSOR EMEB,2.971485
LEDA APARECIDA LIMA MARTINS PROFESSORA EMEB,3.014106
MARIA ADELAIDE CAMARGO CARDOSO PROFESSORA EMEB,2.627369
MARIA DE FREITAS SOUZA PROFESSORA EMEB,3.149631
EUZA NEUZA MARCONDES LARIOS PROFESSORA EMEB,3.737816
HELIA PINHOLI MUNGO PROFESSORA EMEB,3.34436
JOSE HERCULANO DE ARAUJO ORDINI PROFESSOR EMEB,3.557573
MARIO DE MOURA PROFESSOR EMEB,4.142186
CURSO SUPLETIVO MUNICIPAL DE ARACATUBA,1.549098
HENNY FERRAZ HOMEM PROFESSORA EMEB,2.712382
ROSELI DE OLIVEIRA EMEB,2.384058
ANA MARIA NERI LANDRE PROFESSORA EMEB,2.896517
FAUSTO PERRI PROFESSOR EMEB,3.405797
APPARECIDA GARCIA CARVALHO RICO EMEB,3.27824
CENTRO ATEND SOCIOEDUC AO ADOLESCENTE ARACATUBACI,2.959045
ANTONIO RODRIGUES MARTINS NETO PROFESSOR EMEB,2.373036
JOAQUIM DIBO PROFESSOR EMEB,3.800182
CRISTIANO OLSEN EMEB,2.824565
VICTOR RIBEIRO MAZZEI MONSENHOR EMEB,2.947317
CARMELIA MELLO FONSECA PROFESSORA EMEB,3.249469
FERNANDO GOMES DE CASTRO PROFESSOR EMEB,3.876664
ARACATUBA ETEC DE,3.552229
SILENE MARIA BARRETO EMEB,3.695652
ZILDA ARNS NEUMANN DOUTORA EMEB,3.378882
ADRIANO GOULART ARRUEE EMEB,2.756211
CENTRO ATEND SOCIOEDUC ADOLESCENTE ARACA CI,2.765084
CENTRO ATEND SOCIOEDUC ADOLESC ARACA CI,3.081841
ODETTE COSTA BODSTEIN PROFA EMEB,2.854717
CEEJA DE ARACATUBA,3.583595
ALVINO BARBOSA PROF EMEB,3.92394
CENTRO DE RESSOCIALIZACAO ARACATUBA CLASSES PROV,4.113013
EMEB PROFESSORA LOURDES REGINA DE SOUSA,2.952529
EMEB PROFA LEILA CRISTINA DE FREITAS MACHADO,2.864907
ABRANCHE JOSE PROF,1.853048
MARIA DO CARMO LELIS PROFA,2.261335
ARTHUR LEITE CARRIJO PROF,2.584655
CONJUNTO HABITACIONAL EZEQUIEL BARBOSA,1.911557
ARY BOCUHY PROF,2.250833
MARIA ANGELICA BAILLOT PROFESSORA,3.113142
MARIA SILVIA FLORENZANO PROFESSORA EMEIEF,3.289102
MARIA COUTINHO FLORENZANO PROFESSORA EMEI,3.417931
ANTONIO EUZEBIO GONCALVES CRECHE MUNICIPAL,4.71485
CELSO CHARURI DOUTOR EMEF,3.521718
BENEDITO DELFINO EMEI,3.019817
MARIA MIZUE NAGAISHI FLORENZANO PROFESSORA EMEF,3.06746
ALCEBIADES LEONEL MACHADO EMEF,2.711925
ALBINO MARIANO RODRIGUES EMEIF,3.40418
BENEDITO ANTUNES DA CRUZ EMEIEF,2.431027
HELENA RODRIGUES PROFESSORA EMEF,3.135951
ANTONIO RODRIGUES DE MIRANDA CORONEL EMEF,3.609139
HONORIO CARRIEL CLETO EMEIEF,2.690049
AUREA DUARTE ROCHA PROFESSORA EMEF,3.166985
PEDRO FERREIRA DUARTE NETO EMEF,2.864519
MARIA DE SOUZA CRUZ CRECHE MUNICIPAL,3.033126
ALFREDO EMILIANO LOURENCO CRECHE MUNICIPAL,2.886473
LIGIA DE PAULA ALVARES CRECHE MUNICIPAL,4.376812
ELIANE APARECIDA PLENS CAVALHEIRO PROFA CRECHE MUNICIPAL,3.340235
ANTONIO CAETANO LEITE CEI,2.527433
OSMAR GIACOMELLI PROFESSOR CENTRO INTEGRADO DE EDUCACAO,3.135011
CREUSA MARIA CARDOSO ROLDAN PROFESSORA CEI,3.519335
RITA MACHADO CRECHE,2.509317
CELIA MIGUEL NOTOLLINI PROFESSORA CENTRO INTEG DE EDUCACAO,3.082973
MARISA MASCARENHAS DI TATA CRECHE MUNICIPAL,2.830745
BAIRRO JUNDIAQUARA,1.72391
ESCOLA MUNICIPAL DE EDUCACAO INFANTIL FAUZA JORGE DAVID,2.661139
FABIO JOSE DE ARAUJO,2.548075
ARAMINA EMEI DE,2.027554
OSWALDO CAMPOS EMEF,3.43664
ARLINDO TOZZE ESCOLA MUNICIPAL DE EDUC INFANTIL,1.433008
PEDRO BENTO ALVES,2.335968
SAGRADO CORACAO DE JESUS EMEISEF,3.906004
VERA BRISOLA EMEIEF,3.607039
JOSE FEREZIN PREFEITO EMEF,3.680692
APARECIDO GUERSO VEREADOR CENTRO DE EDUCACAO INFANTIL,0.465839
VICENTE DE PAULA ALMEIDA,2.938942
GUILHERME HENRIQUE DE OLIVEIRA EMEF,4.025717
GRACINA MARIA DA CONCEICAO PROFA EMEI,3.32084
PROFA MIRYAN LEOPOLDINA CARAMURU DE CASTRO MONTEIRO,1.704519
VEREADOR CARLOS ROBERTO MARQUES,2.111923
ANNA DE OLIVEIRA FERRAZ PROFA ETEC,4.023582
BENTO DE ABREU,2.361127
ANTONIA EUGENIA MARTINS PROFA,1.905994
GERALDO HONORATO AZZI SACHS PROF,3.359935
NARCISO DA SILVA CESAR,3.00305
JOAO PIRES DE CAMARGO DR,2.126751
AUGUSTO DA SILVA CESAR PROF,1.623418
FLORESTANO LIBUTTI,2.750752
VICTOR LACORTE PROF,2.690018
DORIVAL ALVES,2.652429
ANTONIO JOAQUIM DE CARVALHO,2.369939
PEDRO JOSE NETO,4.124366
JOAO MANOEL DO AMARAL,2.525969
FRANCISCO PEDRO MONTEIRO DA SILVA,3.018561
LETICIA DE GODOY BUENO DE CARVALHO LOPES PROFA,2.284143
LEA DE FREITAS MONTEIRO PROFA,2.120176
ANTONIO LOURENCO CORREA,2.494106
JOAO BATISTA DE OLIVEIRA,1.938753
ANTONIO DOS SANTOS PROF,1.741081
LUISA ROLFSEN PETRILLI PROFA,2.455538
ERGILIA MICELLI PROFA,2.40895
LYSANIAS DE OLIVEIRA CAMPOS PROF,2.245991
ELOA DO V QUADROS CER,3.124487
LEONOR MENDES DE BARROS CER,3.697205
CARMELITA GARCEZ CER,2.324017
COTINHA BARROS DONA CER,2.865364
ADELINA LEITE AMARAL CER,3.43318
ALVARO WALDEMAR COLINO CER,3.316385
AMELIA FAVERO MANINI CER,2.787853
ANTONIO TAVARES PEREIRA LIMA CER,3.420031
BERNARDO PLATE PADRE CER,2.880691
CONCHETA SMIRNE MENDONCA CER,2.688369
CYRO GUEDES RAMOS CER,3.227113
EDUARDO BORGES COELHO CER,3.235571
EUDOXIA PINTO FERRAZ CER,3.103633
EUNICE BONILHA DE TOLEDO PIZA CER,2.704857
HONORINA COMELLI LIA CER,3.288419
JACOMINA FILIPPI SAMBIASE CER,2.832778
JOSE AMARAL VELLOSA CER,3.01404
JOSE PIZANI CER,3.377031
JUDITH DE BARROS BATELLI CER,2.97632
MARIA BARCAROLLA FILIE CER,3.240507
MARIA ENAURA MALAVOLTA MAGALHAES CER,3.317288
MARIA JOSE PAHIN DA PORCIUNCULA CER,3.032841
MARIA PRADELLI MALARA CER,3.155404
MARIA RENATA LUPO BO CER,3.025268
ROSA RIBEIRO STRINGHETTI CER,3.358591
CASINHA DE ABELHA CCI UNESP,5.0
ANTONIO CUSTODIO DE LIMA CENTRO DE EDUCACAO E RECREACAO,2.96242
LUIZ ROBERTO SALINAS FORTES PROFESSOR EMEF,3.791602
RUBENS CRUZ CER CAIC,2.538154
RICARDO DE CARAMURU DE CASTRO MONTEIRO CER,3.209616
EUGENIO TROVATTI EMEF,4.340925
RICARDO CARAMURU DE CASTRO MONTEIRO ENGENHEIRO EMEF CAIC,3.826897
RUBENS CRUZ PREFEITO EMEF CAIC,3.20734
ANUNCIATA LIA DAVID CER,3.275771
MARIALICE LIA TEDDE CER,2.931272
MARIA DA GLORIA FONSECA SIMOES CER,2.930634
ALTAMIRA AMORIM MANTESE PROFA EMEF,3.649599
OLGA FERREIRA CAMPOS PROFA EMEF,3.79669
RAFAEL DE MEDINA EMEF,3.559386
HENRIQUE SCABELLO PROF EMEF,2.827631
WALDEMAR SAFFIOTTI PROF EMEF,3.971162
MARIA DE LOURDES SILVA PRADO PROFA EMEF,3.184448
ZILDA MARTINS PIERRE PROFA CER,2.339847
HERMINIO PAGOTTO PROF EMEFR,3.850932
GILDA ROCHA DE MELLO E SOUZA EMEF,3.340188
MARIO CAVARETTI FILHO PADRE CENTRO EDUCACAO E RECREACAO,3.022936
RUTH VILLACA CORREIA LEITE CARDOSO PROFA DOUTORA EMEF,3.302634
MARIA ISABEL RODRIGUES ORSO PROFA,2.395871
PENITENCIARIA DR SEBASTIAO MARTINS SILVEIRA,3.111801
CENTRO DE RESSOCIALIZACAO MASCULINO DE ARARAQUARA,3.416685
CENTRO DE RESSOCIALIZACAO FEMININO DE ARARAQUARA,3.766234
IFSP - CAMPUS ARARAQUARA,3.855042
EDITH IRMA NUCLEO DE EDUC DE JOVENS E ADULTOS,3.656416
JOAQUIM PINTO MACHADO JUNIOR PROFESSOR MACHADINHO,3.430814
OACYR ANTONIO ELLERO PROFESSOR,3.217146
JOSE ROBERTO PADUA DE CAMARGO PROFESSOR EMEF,3.831985
MARIA APPARECIDA DE AZEVEDO BOZUTTI PROFA CER,3.440735
ROSA BROGLIO ZANIN CENTRO DE EDUCACAO E RECREACAO,2.589108
URIAS BRAGA COSTA PROFESSOR,3.662708
ANGELO LORENZETI CENTRO DE EDUCACO E RECREACAO,2.692805
CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE ARARAQUARA CI,1.538302
CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE ARARAQUARA CI,1.471502
CENTRO DE EDUCACAO E RECREACAO LEATRICE RODRIGUES AFFONSO,3.215592
CER PROFESSOR DOUTOR JOSE ALFREDO AMARAL GURGEL,2.909536
ANTONIO DE OLIVEIRA BUENO FILHO,2.599102
LEONARDO BARBIERI DEPUTADO,2.638008
JANDYRA NERY GATTI PROFA,2.731959
ANGELINA LIA ROLFSEN PROFA,2.154317
SERGIO PEDRO SPERANZA PROF,2.26911
ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR ANGELO CARMINATI,3.487134
ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA SUELI APARECIDA FAGGION CASTAGNA,3.106429
CESAR LACERDA DE VERGUEIRO SENADOR,3.100562
CESARIO COIMBRA DOUTOR,2.657083
ALBERTO FERES PREFEITO ETEC,4.127821
JOSE OMETTO,2.846639
VICENTE FERREIRA DOS SANTOS PROFESSOR,2.402174
YOLANDA SALLES CABIANCA PROFESSORA,3.101568
FRANCISCO GRAZIANO,2.118823
IGNACIO ZURITA JUNIOR,1.552014
JUSTINIANO WHITAKER DE OLIVEIRA CORONEL,2.645594
LIONS CLUBE,2.300011
MAXIMILIANO BARUTO DOUTOR,2.334075
THEREZA COLETTE OMETTO EMEF,4.021923
MARIA ZELIA PADOVANI MARTINS PEREIRA PROFA EMEF,3.50726
ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NOEMIA FABRICIO DOS SANTOS GATTO,3.247385
MANOELA LACERDA VERGUEIRO DONA EMEI,2.827014
ROSA PADULA ZURITA DONA EMEI,3.382565
JOSE DANTE RODINI EMEI,2.446224
LIDIA MARIA BUZON CURTULO PROFA EMEI,3.449244
HERMINIO OMETTO PREFEITO MODELO EMEI,1.925845
ANTONIA MARQUES DAHMEN EMEF,2.854604
LIONS CLUBE EMEF,3.436198
PAULO GOMES BARBOSA PROF EMEI,3.630464
ANTONIO SEVERINO EMEI,3.234694
ANGELO PEDRO LONGHI PADRE EMEI,3.005047
MARIA DE LOURDES MATTAR PROFA EMEI,2.971877
IGNACIO ZURITA NETO EMEI,3.039165
CARLOS GIOVANI BOLLES EMEI,2.999881
NELSON BOVO NETO EMEI,2.28801
FRANCISCO SALLES NOGUEIRA PROF EMEF,3.056389
JULIO RIDOLFO PROF EMEF,3.308721
GLAUCIA MARIA TEIXEIRA DE OLIVEIRA PROFA EMEI,2.968022
JOSE PAULINO DE OLIVEIRA PREFEITO EMEI,2.861921
LYDIA DE OLIVEIRA DEVITTE PROFA EMEI,3.580614
MARYANGELA MARTINI PROFA EMEI,3.079525
CATHARINA NONA EMEI,3.64036
EDUARDO LUZ SALMAZZO PROF EMEI,2.204221
ADALGISA PERIM BALESTRO FRANZINI PROFA EMEF,3.478879
CLOTILDE RUSSO PROFESSORA EMEF,3.034006
JOEL JOB FACHINI PROF EMEF,3.593088
HERCILIO BERTOLINI PADRE EMEF,3.049041
LEONALDO ZORNOFF PROF EMEF,3.048365
JOAO POLETTI PROFESSOR EMEF,3.424912
IVAN INACIO DE OLIVEIRA ZURITA EMEIEF,3.579581
ETTORE ZUNTINI CENTRO ATENDIMENTO EDUCACIONAL ESPECIALIZADO,2.187962
LENY DE OLIVEIRA ZURITA EMEI,2.861954
LUIZ HENRIQUE BORELLI EMEI,3.048654
PAULO ROLAND LORDELLO PROFESSOR EMEI,3.100978
LUCIANA DALTRO PROFA EMEI,3.409911
ZILDA ARNS NEUMANN DRA ESCOLA MUN DE ED INFANTIL,3.373088
EMEI PROFESSOR ODORICO BIASON,3.097908
ESCOLA MUNICIPAL DE ENSINO FUNDAMETAL ADRIANO ADEMIR LOMBI,3.544716
ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PROFESSORA ANA MARIA PINTON FIGUEIREDO,2.664984
VICENTE CASALE PADOVANI PROFESSOR,2.185559
JUDITH FERRAO LEGASPE PROFESSORA,2.838548
CARLOTA FERNANDES DE SOUZA RODINI,2.530231
MARIA ROSA NUCCI PACIFICO HOMEM PROFESSORA,2.115465
OSCAR ALVES JANEIRO PROFESSOR,2.406942
JOANITA KAMMER MARTINS PEREIRA PROFESSORA,3.123041
AUDA MALTA PROFESSORA,1.718679
INDIA VANUIRE,4.931812
CLEUSA MORABITO PROFA EMEIEF,3.896452
SEBASTIAO INOC ASSUMPCAO PROF,3.235534
EMEI DOUTOR BENEDICTO DO AMARAL CAMPOS,3.526118
JOAO PEREIRA DE SOUZA LEAO EMEF,3.65765
ABILIO FRANCISCO DE SALLES EMEFEI,3.801716
MANOEL LIMAO EMEFEI,3.674676
ADELINA MENDONCA DUARTE NICOLIELO DONA NINA,3.828652
SILVIA DANIELLA BOM MARTINS CEDSI,4.109084
JOSE ABILIO FERREIRA PRESTES PREFEITO EMEF,4.558257
BARAO DA BOCAINA,2.234419
BRANCA DE OLIVEIRA ABREU REIS PROFA EMEI,3.410475
JULIO CESAR DA COSTA SAMPAIO FILHO PROF EMEF,3.913487
ANTONIO PINTO DE CARVALHO NETO PROF EMEF,3.967927
CAMPOS DE BOCAINA EMEF,2.944099
PEDRO AUGUSTO BARRETO PROF,2.845967
PEDRO PUPO DA SILVEIRA PREFEITO EMEI,4.742604
MARIO DE BARROS ARANHA PROF EMEF,4.147046
HAYDEE CANEVESI LOURENCAO PROFA EMEF,3.475042
JOSE LOURENCO BLANCO EMEF,4.191311
CINIRA APARECIDA MENDONCA CAGNON,3.724591
CARLOS DOS SANTOS VEREADOR CRECHE MUNICIPAL,2.961402
CEMEI PREFEITO PEDRO ABILIO LOURENCAO,2.797943
GABRIEL HERNANDEZ,2.926859
DEOLINDA MOTTA APPENDINO DONA EMEI,2.862269
BENTA TEIXEIRA DE CARVALHO PEREIRA PROFESSORA EMEF,3.237121
DIRCILIA CARVALHO PEREIRA GUTIERREZ PROFESSORA EMEF,3.012422
TATIANE APARECIDA DE OLIVEIRA CENTRO DE EDUCACAO INFANTIL,3.099861
JOSE AMARO RODRIGUES,2.478603
AMARO RODRIGUES PROF EMEF,2.785755
BELMIRA DE SA MANDAIO EMEI,2.711419
BELIZARIO NEVES VEREADOR CRECHE,3.21358
JOSEPHIN TAGLIARI EMEI,2.277756
MARIA PIVA TAGLIARI EMEI,2.279503
SAO FRANCISCO DE ASSIS EMEI,2.473292
SERGIO MANOEL LEME PROF EMEI,3.216011
LUIZ AMARO RODRIGUES EMEI,2.186283
REGINA APARECIDA POSI DE OLIVEIRA EMEI,1.906284
ALCIDIA TEIXEIRA WHITAKER MATTEIS PROFA EMEF,2.645526
APARECIDA DIAS DOS SANTOS PROFA EMEIEF,2.424118
EDERALDO ROSSETTI PREFEITO EMEF,3.16777
EDMO WILSON CARDOSO EMEF,2.486614
FRANCISCO CARDONA EMEF,2.386169
MARIA PLASCIDINA DE ALMEIDA FILIPPINI EMEIEF,2.239319
MARIA LUCIA DE CARVALHO CASTRO EMEI,2.516908
ELYSIARIO DEL ALAMO EMEF,3.315447
PASCOA VALERIO GUIDOTTI CRECHE,3.046584
CIDERIA LEYNE BOER CRECHE,3.237578
JOAO BAPTISTA GAZZOLA,2.010944
EMEIEF OSNI JOSE DE SOUZA,1.978681
CRECHE MUNICIPAL YVONNE DE BARROS DA ROSA,2.930901
CEMEI PROFESSORA DENISE DEL ALAMO GUARDA,2.538223
MAGDALENA SANSEVERINO GROSSO PROFESSORA,2.431191
ARMANDO FALCONE PROFESSOR,1.913169
JOSE APPARECIDO MUNHOZ PROFESSOR,2.356062
SEVERINO TAGLIARI,2.387977
CMEI MARIA RAIMUNDA DOS SANTOS,3.115333
WASHINGTON LUIZ PEREIRA DE SOUZA DR,2.539298
ESLI GARCIA DINIZ PROF,2.948113
RENE DE OLIVEIRA BARBOSA DR,3.093826
AMADEU RODRIGUES NORTE,2.063911
GERALDO BARBOSA DE ALMEIDA PREFEITO,2.284358
BENEDITO MANOEL DOS SANTOS,2.611859
REPUBLICA DOMINICANA,2.707264
ARUJA EMEI UNIDADE I,4.306211
ARUJA EMEI UNIDADE XI,3.535714
EUNICE DE MORAES CAJUEIRO CENTRO MUN EDUC INFANTIL,3.384496
JOEL DA COSTA EMEI,3.747746
ARUJA UNIDADE IV EMEI DE,3.628019
DALILA FRANCO GARCIA PROFA EM,3.722977
MARIA BENEDITA GARCIA DONA CRECHE MUNICIPAL,3.650372
GERALDO MONTIBELLER PADRE EM,2.400416
PAULO FREIRE EM,3.401923
ARUJA EMEI UNIDADE XII,3.764469
MARIA DE LOURDES FERREIRA DONA EM,1.854595
MARCIA POLI CENTRO MUNICIPAL DE EDUCACAO INFANTIL,2.815656
CECILIA CARACA MINEIRO COUTINHO PROFA EM,3.353195
ARUJA EMEI UNIDADE XV,4.042961
MARIA APARECIDA RESTIVO PEREZ DONA EM,2.528938
MARISA APARECIDA PENDEZA EM,2.550801
ROSALINA DE ALMEIDA MENDES DONA EM,3.063936
AVELINA DALILA LEOPOLDINA ALMEIDA DONA CRECHE MUNICIPAL,2.976029
IZAURA VITAL DOS SANTOS DONA CMEI,2.572671
SEIJI SHIGUEMATSU CENTRO MUNICIPAL DE EDUCACAO INFANTIL,3.459424
SIDONIA NASSER DO PRADO EM,3.149758
RECANTO PRIMAVERA EM,3.273616
CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE DE ARUJA CI,3.202751
MILTON BARBOSA EM,1.724516
ISABELA PAVANI CASTILHO CRUZ EM,3.450656
ABILIO PINHEIRO ANDRE EM,1.760059
HERMINIA ARAKI PROFESSORA EM,3.842815
NOELI SIMONE DA SILVA PROFA CMEI,3.923395
BAIRRO DO SAO BENTO CMEI,2.775806
BAIRRO DA PENHINHA EM,3.350414
EUFLY GOMES PROF EM,3.726147
AMADEU DE ANGELIS PROF EMEF,3.019151
JULIA MITIE MINE PROFESSORA EM,3.329431
DRA ZILDA ARNS NEUMANN EM,3.687144
JARDIM RINCAO CENTRO DE EDUCACAO INFANTIL,2.997978
CENTRO MUNICIPAL DE EDUCACAO INFANTIL FATEC,3.311594
MARIA HERBENE PATRICIO DAMASCENO CMEI,2.73181
MARIA JOSE LOPES ESMERALDO CMEI,2.34691
PEDRA MARIA DO ROSARIO DONA CENTRO MUN DE EDUC INFANTIL,2.98664
LUZIA MARIA MACHADO PROFA ETEC,3.019313
CARLOS RICHARD STRAUTMANN PASTOR,3.286591
MARIANO BARBOSA DE SOUZA PROF,2.462671
ANA MARIA DE CARVALHO PEREIRA,2.843819
MARIA ISABEL NEVES BASTOS PROFA,2.68688
EDIR PAULINO ALBUQUERQUE PROFA,3.123435
JOSE DOS SANTOS,2.456394
LEO PIZZATO PROF,2.0556
ANTONIO JOSE DOS SANTOS DOM,2.539626
CAROLINA FRANCINI BURALI DONA,3.551091
PEDRO D ARCADIA NETO ETEC,3.79764
FRANCISCA RIBEIRO MELLO FERNANDES PROFA,2.100458
JOSE AUGUSTO RIBEIRO,2.478826
CLEOPHANIA GALVAO DA SILVA PROFA,2.557287
LOURDES PEREIRA PROFA,2.820619
CLYBAS PINTO FERRAZ DR,3.067025
ERNANI RODRIGUES PROF,4.353935
CARLOS ALBERTO DE OLIVEIRA PROF,2.566856
DARCY RIBEIRO PROF EMEIF,3.364556
GUIOMAR NAMO DE MELLO PROFA EMEIF,2.77379
PENITENCIARIA DE ASSIS CLASSES PROVISORIAS,3.170364
NISIA MERCADANTE DO CANTO ANDRADE EMEIF,3.014779
JOAO LEAO DE CARVALHO PROF EMEIF,2.142857
ANGELICA AMORIM PEREIRA PROFA DONA YAYA EMEIF,3.171366
JUDITH DE OLIVEIRA GARCEZ PROFA EMEIF,2.626187
JOAO LUIZ GALVAO RIBEIRO PROF EMEIF,2.825752
ALIDES CELESTE RAZABONI CARPENTIERI PROFA EMEIF,2.692374
MARIA ADILECTA MELLO RIBEIRO EMEI,2.267787
RUBEM ALVES PROF EMEIF,2.87594
HILDA MIRAS SILVEIRA PROFA EMEIF,3.095991
MARIA JOSE DA SILVA VALVERDE PROFA EMEIF,3.184248
MANOEL SIMOES PROF EMEIF,3.26185
MARIA JOSE CHAVES IRMA EMEI,2.693805
MAFALDA SALOTTI BARTHOLOMEI PROFA EMEIF,3.34182
EUNICE DE LIMA SILVEIRA PROFA EMEI,3.321856
ADELINA PETRINI BOLFARINI EMEI,3.012692
FIRMINO LEANDRO PROF EMEIF,2.775155
MARIA AMELIA DE CASTRO BURALI PROFA EMEIF,2.870504
MARIA CLELIA DE OLIVEIRA VALLIM PROFA EMEIF,3.178261
HENRIQUE ZOLLNER NETO PROF EMEIF,4.109498
JOAO MENDES JUNIOR DR EMEF,3.396834
LUCAS THOMAS MENK EMEIF,3.46041
CORALY JULIA GONCALVES CARNEIRO PROFA EMEIF,3.229814
JOAO DE CASTRO PROF EMEIF,2.714508
APARECIDA MANOEL DA MOTA PROFA EMEI,3.31723
JOSE SANTILLI SOBRINHO EMEIF,3.413449
PENITENCIARIA DE ASSIS,4.185206
BAMBALALAO EMEI,2.479752
PEQUENO APRENDIZ CMEI CRECHE,3.484959
O PEQUENO POLEGAR CMEI CRECHE,3.556769
LEA ROSA MELO ANDREGHETTI PROFA,1.956086
LENY BARROS DA SILVA PROFA,2.460016
UNIVERSIDADE ESTADUAL PAULISTA CCI,3.735335
CENTRO DE EDUCACAO INFANTIL EDUCADORA CRISTIANE ALVES FEITOSA,3.196429
MARIA DO CARMO BARBOSA PROFESSORA,2.977442
MATEUS NUNES DE SIQUEIRA PADRE,2.031738
GABRIEL DA SILVA PROFESSOR,3.002498
ZILAH BARRETO PACITTI PROFESSORA,2.680884
CIRCE TEIXEIRA MUSA E SILVA PROFESSORA,2.631822
FRANCISCO DE AGUIAR PECANHA,2.238464
JUVENAL ALVIM MAJOR,2.478707
JOSE ALVIM,2.269877
CONSTANTINO SIMOES DE LIMA PROFESSOR,2.491948
JOSE PIRES ALVIM,2.333294
ARACY BUENO CONTI PROFESSORA,2.335179
IZOLINA PATROCINIO DE LIMA PROFESSORA,2.312763
EDINALDO APARECIDO SALLES ESTUDANTE,2.054898
FULVIA MARIA APARECIDA CANCHERINI FAZZIO PROFESSORA,2.206174
ELEONOR DE BARROS DIRETORA EMEI,4.065345
FLORENCIO PIRES DE CAMARGO EMEI,3.818858
MARIA JOSE M TOLEDO PROFA EMEI,3.34004
LICINIO CARPINELLI PROF EM,3.409755
ROSA STAVALE GARCIA PROFA EM,3.780488
FELIPE PATACHO CALLEGARI EM,3.418672
JOSE APARECIDO FERREIRA FRANCO EM,4.024233
FRANCISCO SILVEIRA BUENO PROF EM,3.664596
MARIA DE PAULA POSSO PROFA EMEI,4.177019
MARIA JOSE CINTRA DOS SANTOS PROFA EMEF,3.793144
NELSON JOSE PEDROSO ESTUDANTE EMEF,3.966837
GILBERTO SANT ANNA EM,4.230367
WALTER ENGRACIA DE OLIVEIRA PREFEITO EMEF,3.983499
PEDRO DE ALCANTARA DOS SANTOS SILVA EMEIEF,3.651596
TAKAO ONO PREFEITO EMEIEF,3.901365
EVA CORDULLA HAUER VALLEJO EMEIF,3.21778
SERAFINA LUCA CHERFEN PROFA EM,2.165779
ARMANDO TAMASSIA PADRE EM,3.700828
ARACY SALLES PEREIRA PROFA CRECHE MUNICIPAL,3.269871
IRENE JANUSSI FRANCO CRECHE,3.395793
JUDITH GRACIANO PROFA CEI,3.609072
ZILDA APARECIDA SILVEIRA DIRETORA CRECHE MUNICIPAL,3.593468
MARIA HELENA FARIA FERRAZ PROFA EM,3.640946
WALDEMAR BASTOS BUHLER EM,3.821026
CATARINA MARIA DOS REIS EMEFR,3.115572
NIZE DE SOUZA B PACCINI EM,3.744454
ANDRE FRANCO MONTORO E M,2.062917
IGNACIO BORGES EM,3.810559
WALDA PAOLINETTI LOZASSO EM,4.621253
SUPLETIVO MUNICIPAL,1.937465
GUILHERME PILEGGI CONTESINI PROF EM,3.057998
THEREZINHA DO MENINO JESUS SILVEIRA CAMPOS SIRERA EMEF,3.717165
CARMINE BIAGIO TUNDISI PROF ETEC,3.617758
CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE ATIBAIACI,2.704893
MARIA CECILIA DE LIMA EM,3.653209
PAULO FREIRE EDUCADOR ESCOLA MUNICIPAL,3.625111
ROSIRIS MARIA ANDREUCCI STOPA EM,2.265055
